GEOID,tract_name,county_name,year,total_population,urban_class
24003730603,"The tract encompassing the communities of Earleigh Heights, Hampton Manor, Kilmarnock, Sabrina Park, Drexel Estates, Elvaton, Elvaton Acres, and Parkview",Anne Arundel County,2021,3272,Urban
24003730603,"The tract encompassing the communities of Earleigh Heights, Hampton Manor, Kilmarnock, Sabrina Park, Drexel Estates, Elvaton, Elvaton Acres, and Parkview",Anne Arundel County,2022,3531,Urban
24003730603,"The tract encompassing the communities of Earleigh Heights, Hampton Manor, Kilmarnock, Sabrina Park, Drexel Estates, Elvaton, Elvaton Acres, and Parkview",Anne Arundel County,2023,3421,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2014,3208.96226415094,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2015,3171.69811320755,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2016,3384.43396226415,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2017,3477.35849056604,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2018,3446.69811320755,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2019,3515.09433962264,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2020,2806,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2021,2828,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2022,3069,Urban
24003730605,"The tract encompassing the communities of Oaks of Severna Park, Jennings, Captains Cove, Severna Forest, Oakhill, Frost, Cool Pond, Pack Town, and Robinson",Anne Arundel County,2023,3040,Urban
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2014,3594.03773584906,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2015,3552.30188679245,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2016,3790.56603773585,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2017,3894.64150943396,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2018,3860.30188679245,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2019,3936.90566037736,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2020,4694,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2021,4638,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2022,4754,Mixed
24003730606,"The tract encompassing the communities of Severndale, Kensington, Chartwell, Edinboro Estates, Foxhollow, Lake Forest, Lakeland, Chartridge, Chatham Hills, and Duffield",Anne Arundel County,2023,4615,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2014,2917.22068965517,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2015,2938.05517241379,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2016,2886.95172413793,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2017,2943.16551724138,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2018,2884.98620689655,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2019,2717.91724137931,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2020,2584,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2021,2526,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2022,2750,Mixed
24003730701,The town-center of Severna Park,Anne Arundel County,2023,2494,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2014,4503.77931034483,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2015,4535.94482758621,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2016,4457.04827586207,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2017,4543.83448275862,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2018,4454.01379310345,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2019,4196.08275862069,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2020,4159,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2021,4277,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2022,4374,Mixed
24003730702,The neighborhood of Old Severna Park,Anne Arundel County,2023,4283,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2014,2445.39473684211,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2015,2447.36842105263,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2016,2478.94736842105,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2017,2444.40789473684,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2018,2390.13157894737,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2019,2366.44736842105,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2020,2374,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2021,2373,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2022,2477,Mixed
24003730800,The tract encompassing the neighborhoods of Winchester and Lark Hill,Anne Arundel County,2023,2449,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2014,2442,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2015,2539,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2016,2601,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2017,2604,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2018,2666,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2019,2723,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2020,2763,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2021,2821,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2022,2914,Mixed
24003730901,"The tract encompassing the neighborhoods of Captain's Choice, Great Meadows, Ferry Farms, Severnside, Dulls Corner, Brice Manor, Pendennis Mount, Manresa, and waveland farm",Anne Arundel County,2023,2900,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2014,4066,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2015,4059,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2016,3881,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2017,4156,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2018,3864,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2019,3664,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2020,3683,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2021,3923,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2022,3836,Mixed
24003730902,"The tract encompassing the neighborhoods of Colonial Manor Estates, Amberly, Meredith Homes, Whitehall Estates, Whitehall Manor, and Old Mill Bottom Estates",Anne Arundel County,2023,3989,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2014,3390,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2015,3390,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2016,3380,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2017,3571,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2018,3449,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2019,3457,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2020,3415,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2021,3504,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2022,3557,Mixed
24003731002,"The tract encompassing the neighborhoods of Chesapeake Oaks, Skidmore, Woods Landing, Beacon View, Yorktown, Revell Downs, Podickory Point, Tydings on the Bay, Pettebone Farms, Beacon Hill, Bayhead, Yorktown Mannor, and Waters Edge at Woods Landing",Anne Arundel County,2023,3440,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2014,4169,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2015,4193,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2016,4243,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2017,4166,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2018,4297,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2019,4239,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2020,4351,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2021,4444,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2022,4731,Mixed
24003731003,The tract encompassing the neighborhoods of Admirals Walk and Walnut Ridge,Anne Arundel County,2023,4685,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2014,4436.81752873381,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2015,4415.97341953842,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2016,4437.81010536216,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2017,4375.27777777598,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2018,4370.31489463422,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2019,4376.27035440434,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2020,3959,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2021,4138,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2022,4365,Mixed
24003731004,The village-center of Cape Saint Claire,Anne Arundel County,2023,4182,Mixed
24003731103,The town-center of Arnold,Anne Arundel County,2014,4982,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2015,5036,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2016,5207,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2017,5300,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2018,5796,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2019,5771,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2020,5607,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2021,5666,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2022,5750,Urban
24003731103,The town-center of Arnold,Anne Arundel County,2023,5240,Urban
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2014,4897.71205819485,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2015,4450.84872310456,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2016,4387.74969339294,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2017,4466.21041839689,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2018,4497.0852809201,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2019,4523.44001665325,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2020,5329,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2021,5605,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2022,5584,Mixed
24003731104,"The tract encompassing the communities of Cherrywood, Broadwater Beach, College Hills, Belvedere Heights, Longview, Birchwood, Kimberly Woods Village, and Hidden Ridge",Anne Arundel County,2023,5583,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2014,3309.52329594478,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2015,3360.81190681622,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2016,3269.34771354616,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2017,3489.41177739431,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2018,3450.96678170837,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2019,3519.32312338223,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2020,3390,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2021,3354,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2022,3259,Mixed
24003731105,"The tract encompassing the communities of West Magothy Manor, Twin Harbors, Cresston Park, Capri Estates, College Station, Moorings on the Magothy, Mago Vista Beach, Harting Estates, Fernbrook, Magothy Estates, Divinity Cove, Wexford, Allenville, and Campus Green",Anne Arundel County,2023,3161,Mixed
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2014,3772.70421039662,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2015,3691.72223263549,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2016,3674.6681555074,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2017,3695.24396135445,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2018,3732.03293145273,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2019,3574.2513847261,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2020,4367,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2021,4523,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2022,4559,Urban
24003731106,"The tract encompassing the neighborhoods of Oakmont, Northport, Point-O-Woods, Dorado Hills, Dorado Village, and Tanglewood",Anne Arundel County,2023,4363,Urban
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2014,4066.84816988783,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2015,3978.27529685267,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2016,3959.47696377028,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2017,3982.44817034152,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2018,4022.46853233721,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2019,3851.26775241304,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2020,3454,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2021,3846,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2022,3466,Mixed
24003731107,"The tract encompassing the communities of Ulmstead Estates, Stonington, Foxmoor, Ulmstead Estates, Ulmstead Point, Weatherly, Bayberry, and Shore Acres",Anne Arundel County,2023,3369,Mixed
24003731201,"The tract encompassing the neighborhoods of McKinsey Park, Oak Landing, Smugglers Cove, Whitehurst, Trinity Farms, Cape McKinsey, Fairoaks, Arundel Beach, Dunkeld Manor, and Oakleigh Forest",Anne Arundel County,2014,6584.6218487395,Urban
24003731201,"The tract encompassing the neighborhoods of McKinsey Park, Oak Landing, Smugglers Cove, Whitehurst, Trinity Farms, Cape McKinsey, Fairoaks, Arundel Beach, Dunkeld Manor, and Oakleigh Forest",Anne Arundel County,2015,6648.46218487395,Urban
24003731201,"The tract encompassing the neighborhoods of McKinsey Park, Oak Landing, Smugglers Cove, Whitehurst, Trinity Farms, Cape McKinsey, Fairoaks, Arundel Beach, Dunkeld Manor, and Oakleigh Forest",Anne Arundel County,2016,6657.43697478992,Urban
24003731201,"The tract encompassing the neighborhoods of McKinsey Park, Oak Landing, Smugglers Cove, Whitehurst, Trinity Farms, Cape McKinsey, Fairoaks, Arundel Beach, Dunkeld Manor, and Oakleigh Forest",Anne Arundel County,2017,6573.86554621849,Urban
24003731201,"The tract encompassing the neighborhoods of McKinsey Park, Oak Landing, Smugglers Cove, Whitehurst, Trinity Farms, Cape McKinsey, Fairoaks, Arundel Beach, Dunkeld Manor, and Oakleigh Forest",Anne Arundel County,2018,6759.02521008403,Urban
24003731201,"The tract encompassing the neighborhoods of McKinsey Park, Oak Landing, Smugglers Cove, Whitehurst, Trinity Farms, Cape McKinsey, Fairoaks, Arundel Beach, Dunkeld Manor, and Oakleigh Forest",Anne Arundel County,2019,6760.48739495798,Urban
24003731201,"The tract encompassing the neighborhoods of McKinsey Park, Oak Landing, Smugglers Cove, Whitehurst, Trinity Farms, Cape McKinsey, Fairoaks, Arundel Beach, Dunkeld Manor, and Oakleigh Forest",Anne Arundel County,2020,6447,Urban
24003731201,"The tract encompassing the neighborhoods of McKinsey Park, Oak Landing, Smugglers Cove, Whitehurst, Trinity Farms, Cape McKinsey, Fairoaks, Arundel Beach, Dunkeld Manor, and Oakleigh Forest",Anne Arundel County,2021,6383,Urban
