Bank,Branch_Title,Address,City,State,Zip,Institution,full_addr,latitude,longitude
The Peoples Bank,Millington,31905 River Road,Millington,MD,21651,Bank,"31905 River Road Millington, MD 21651",39.262793576002,-75.85906352655
The Peoples Bank,Rock Hall,21337 Rock Hall Ave.,Rock Hall,MD,21661,Bank,"21337 Rock Hall Ave. Rock Hall, MD 21661",39.138184515358,-76.233346684013
The Peoples Bank,Sudlersville,228 East Main Street,Sudlersville,MD,21668,Bank,"228 East Main Street Sudlersville, MD 21668",39.18802067134,-75.85112527751
The Queenstown Bank of Maryland,Main Office,7101 Main Street,Queenstown,MD,21658,Bank,"7101 Main Street Queenstown, MD 21658",38.990926756054,-76.157102294339
The Queenstown Bank of Maryland,Chester Branch,1423 Main Street,Chester,MD,21619,Bank,"1423 Main Street Chester, MD 21619",38.977602170304,-76.28995629786
The Queenstown Bank of Maryland,Centreville Branch,115 Coursevall Drive,Centreville,MD,21617,Bank,"115 Coursevall Drive Centreville, MD 21617",39.033962757808,-76.074658984353
The Queenstown Bank of Maryland,Ridgely Branch,204A East 6th Street,Ridgley,MD,21660,Bank,"204A East 6th Street Ridgley, MD 21660",38.943614684485,-75.877035081329
The Queenstown Bank of Maryland,Grasonville Branch,3701 Main Street,Grasonville,MD,21638,Bank,"3701 Main Street Grasonville, MD 21638",38.964071222099,-76.220601664959
The Queenstown Bank of Maryland,Benton's Crossing Branch,101 Main Street,Stevensville,MD,21666,Bank,"101 Main Street Stevensville, MD 21666",38.982823383521,-76.317864934131
The Bank of Glen Burnie,Glen Burnie,101 Crain Highway,Glen Burnie,MD,21061,Bank,"101 Crain Highway Glen Burnie, MD 21061",39.165068757331,-76.624521220394
The Queenstown Bank of Maryland,Easton Branch,274 N. Washington Street,Easton,MD,21601,Bank,"274 N. Washington Street Easton, MD 21601",38.779416260672,-76.075273629313
The Queenstown Bank of Maryland,Church Hill Branch,1005 Sudlersville Road,Church Hill,MD,21623,Bank,"1005 Sudlersville Road Church Hill, MD 21623",39.149062549299,-75.980827098703
The Queenstown Bank of Maryland,Cambridge Branch,110 Dorchester Ave.,Cambridge,MD,21613,Bank,"110 Dorchester Ave. Cambridge, MD 21613",38.569064018582,-76.065772993521
Woodsboro Bank,Main Office,5 N Main Street,Woodsboro,MD,21798,Bank,"5 N Main Street Woodsboro, MD 21798",39.535445319272,-77.314943781735
Woodsboro Bank,Thurmont Office,143 Frederick Road,Thurmont,MD,21788,Bank,"143 Frederick Road Thurmont, MD 21788",39.614951107472,-77.418648124402
Woodsboro Bank,Monocacy Office,900 N. East Street,Frederick,MD,21701,Bank,"900 N. East Street Frederick, MD 21701",39.425931814791,-77.402899534163
Woodsboro Bank,Rt. 40 Office,1420 W. Patrick Street,Frederick,MD,21702,Bank,"1420 W. Patrick Street Frederick, MD 21702",39.420409104517,-77.464253053751
Woodsboro Bank,Downtown Office,6 W. Patrick Street,Frederick,MD,21701,Bank,"6 W. Patrick Street Frederick, MD 21701",39.414049377392,-77.411279928596
Central Credit Union,Loch Raven Branch,8501 Lasalle Road,Baltimore,MD,21286,Credit Union,"8501 Lasalle Road Baltimore, MD 21286",39.393574734867,-76.576167110622
Destinations Credit Union,Parkville Branch,8767 Satyr Hill Road,Parkville,MD,21234,Credit Union,"8767 Satyr Hill Road Parkville, MD 21234",39.398154481034,-76.543158421546
Destinations Credit Union,Northwest Hospital Branch,5401 Old Court Road,Randallstown,MD,21133,Credit Union,"5401 Old Court Road Randallstown, MD 21133",39.358561052642,-76.78192456103
HAR-CO Credit Union,Bel Air,30 N. Hickory Ave.,Bel Air,MD,21014,Credit Union,"30 N. Hickory Ave. Bel Air, MD 21014",39.538689618715,-76.348744787438
HAR-CO Credit Union,Abingdon,3422 Emmorton Road,Abingdon,MD,21009,Credit Union,"3422 Emmorton Road Abingdon, MD 21009",39.467207658788,-76.311707504239
HAR-CO Credit Union,Aberdeen,1028 Middleton Road,Aberdeen,MD,21001,Credit Union,"1028 Middleton Road Aberdeen, MD 21001",39.520932053924,-76.179786071265
MECU,PJM Center Branch,312 N. Martin Luther King  Jr. Blvd.,Baltimore,MD,21201,Credit Union,"312 N. Martin Luther King  Jr. Blvd. Baltimore, MD 21201",39.293009121573,-76.629184743682
MECU,Dundalk Branch,7220 Holabird Avenue,Dundalk,MD,21222,Credit Union,"7220 Holabird Avenue Dundalk, MD 21222",39.272902360779,-76.516058890389
MECU,Hamilton Center Branch,2337 E. Northern Parkway,Baltimore,MD,21214,Credit Union,"2337 E. Northern Parkway Baltimore, MD 21214",39.367430614944,-76.565616306181
MECU,Seton Branch,4801 Seton Drive,Baltimore,MD,21215,Credit Union,"4801 Seton Drive Baltimore, MD 21215",39.343411726571,-76.70673687789
MECU,Westview Branch,5910 Baltimore National Pike,Catonsville,MD,21228,Credit Union,"5910 Baltimore National Pike Catonsville, MD 21228",39.287343877036,-76.736721292481
MECU,Loch Ridge Center Branch,8507 Loch Raven Boulevard,Baltimore,MD,21286,Credit Union,"8507 Loch Raven Boulevard Baltimore, MD 21286",39.393234681056,-76.563397281134
The Glen Burnie Mutual Savings,Main Office,1 Crain Highway,Glen Burnie,MD,21061,Bank,"1 Crain Highway Glen Burnie, MD 21061",39.16363272777,-76.625435099297
MECU,Commerce Center Branch,1777 Reisterstown Road,Pikesville,MD,21208,Credit Union,"1777 Reisterstown Road Pikesville, MD 21208",39.386185584304,-76.734539231627
Central Credit Union,Perry Point Branch,Avenue D,Perry Point,MD,21902,Credit Union,"Avenue D Perry Point, MD 21902",39.552495935534,-76.070063457504
MECU,Randallstown Branch,8700 Liberty Road,Randallstown,MD,21133,Credit Union,"8700 Liberty Road Randallstown, MD 21133",39.363906988578,-76.782952014721
Point Breeze Credit Union,Point Breeze Branch,405 Englar Road,Westminster,MD,21157,Credit Union,"405 Englar Road Westminster, MD 21157",39.585630832978,-76.98701531486
Point Breeze Credit Union,Point Breeze Branch,10110 Reisterstown Road,Owings Mills,MD,21117,Credit Union,"10110 Reisterstown Road Owings Mills, MD 21117",39.414302007954,-76.773893189046
Point Breeze Credit Union,Point Breeze Branch,5 Philadelphia Court,Baltimore,MD,21237,Credit Union,"5 Philadelphia Court Baltimore, MD 21237",39.337852596928,-76.490199461808
MECU,Headquarters Branch,301 East Baltimore Street,Baltimore,MD,21202,Credit Union,"301 East Baltimore Street Baltimore, MD 21202",39.289631568459,-76.610917442497
Point Breeze Credit Union,Point Breeze Branch,11104 McCormick Road,Hunt Valley,MD,21031,Credit Union,"11104 McCormick Road Hunt Valley, MD 21031",39.4866895487,-76.657180216469
Point Breeze Credit Union,Point Breeze Branch,410 S. Atwood Road,Bel Air,MD,21014,Credit Union,"410 S. Atwood Road Bel Air, MD 21014",39.528252975796,-76.350049765944
Post Office Credit Union,Branch,900 East Fayette Street,Baltimore,MD,21233,Credit Union,"900 East Fayette Street Baltimore, MD 21233",39.291427121168,-76.604388643338
SECU,Shady Grove,16707 Crabbs Branch Way,Derwood,MD,20855,Credit Union,"16707 Crabbs Branch Way Derwood, MD 20855",39.129635812309,-77.166816525705
SECU,Silver Spring,8737 Colesville Road,Silver Spring,MD,20910,Credit Union,"8737 Colesville Road Silver Spring, MD 20910",38.998733702581,-77.025756722794
SECU,Greenbelt Road,6011 Greenbelt Road,Berwyn Heights,MD,20740,Credit Union,"6011 Greenbelt Road Berwyn Heights, MD 20740",38.997251237276,-76.910983909346
SECU,Frederick,5110 Buckeystown Pike,Frederick,MD,21704,Credit Union,"5110 Buckeystown Pike Frederick, MD 21704",39.372198073832,-77.411389060976
SECU,Maple Lawn,8175 Westside Blvd,Fulton,MD,20759,Credit Union,"8175 Westside Blvd Fulton, MD 20759",39.149095196812,-76.908503033644
SECU,Clarksville,12179 Clarksville Pike,Clarksville,MD,21029,Credit Union,"12179 Clarksville Pike Clarksville, MD 21029",39.214317635267,-76.934299933228
SECU,Columbia,8630 Snowden River Parkway,Columbia,MD,21045,Credit Union,"8630 Snowden River Parkway Columbia, MD 21045",39.197773770056,-76.808821333949
SECU,Ellicott City,10025 Baltimore National Pike,Ellicott City,MD,21042,Credit Union,"10025 Baltimore National Pike Ellicott City, MD 21042",39.278731555342,-76.856828181472
SECU,Crofton,1298 Cronson Boulevard,Crofton,MD,21114,Credit Union,"1298 Cronson Boulevard Crofton, MD 21114",39.009279771247,-76.699611589638
SECU,Baltimore - Chadwick,7173 Security Boulevard,Baltimore,MD,21244,Credit Union,"7173 Security Boulevard Baltimore, MD 21244",39.312928504922,-76.756233692521
SECU,Owings Mills,10801 Red Run Boulevard,Owings Mills,MD,21117,Credit Union,"10801 Red Run Boulevard Owings Mills, MD 21117",39.417796716754,-76.801605940238
SECU,Pasadena,8055 Jumpers Hole Road,Pasadena,MD,21122,Credit Union,"8055 Jumpers Hole Road Pasadena, MD 21122",39.128110012565,-76.588032197481
SECU,Baltimore - Pratt,250 W. Pratt Street,Baltimore,MD,21201,Credit Union,"250 W. Pratt Street Baltimore, MD 21201",39.286802783276,-76.618767882054
SECU,Baltimore - State Office Complex,301 W. Preston Street,Baltimore,MD,21201,Credit Union,"301 W. Preston Street Baltimore, MD 21201",39.301491649496,-76.622163055754
SECU,Annapolis Town Center,203 Harker Place,Annapolis,MD,21401,Credit Union,"203 Harker Place Annapolis, MD 21401",38.981396113048,-76.539194032801
SECU,Annapolis - West Street,115 West Street,Annapolis,MD,21401,Credit Union,"115 West Street Annapolis, MD 21401",38.977651581623,-76.49773236201
SECU,Hagerstown,17239 Cole Road,Hagerstown,MD,21740,Credit Union,"17239 Cole Road Hagerstown, MD 21740",39.620362003157,-77.769957994004
SECU,Glen Burnie,103 Chesapeake Center,Glen Burnie,MD,21060,Credit Union,"103 Chesapeake Center Glen Burnie, MD 21060",39.19313078243,-76.607132878437
SECU,Timonium,33 E. Padonia Road,Timonium,MD,21093,Credit Union,"33 E. Padonia Road Timonium, MD 21093",39.4556229885,-76.63006098784
SECU,Towson,8603 LaSalle Road,Towson,MD,21286,Credit Union,"8603 LaSalle Road Towson, MD 21286",39.394906493553,-76.575552130386
SECU,Baltimore - Fullerton,7906 Rossville Boulevard,Baltimore,MD,21236,Credit Union,"7906 Rossville Boulevard Baltimore, MD 21236",39.370602033739,-76.504974996906
SECU,Bel Air,210 Plumtree Road,Bel Air,MD,21015,Credit Union,"210 Plumtree Road Bel Air, MD 21015",39.501537922538,-76.331751987493
SECU,Salisbury,1101 Mt. Hermon Road,Salisbury,MD,21804,Credit Union,"1101 Mt. Hermon Road Salisbury, MD 21804",38.368617970668,-75.575871875312
SECU,LaVale,12200 Winchester Road,LaVale,MD,21502,Credit Union,"12200 Winchester Road LaVale, MD 21502",39.629208599045,-78.837413899059
